Timestamp,Survey,Job Title,Gender,City,Sector,Gross Salary,Currency,Day Rate,Years of XP,Benefits,Additional Comments
January 2021,UK,Creative Producer,Female,East of England,AA,"£43,000",GBP,,10,"5% bonus, 6% pension contribution, private dental & health insurance, cycle to work scheme, birthday vouchers, flash bonus, flexitime",
June 2019,UK,Senior Character Technical Artist,Male,Leamington Spa,AAA,"£40,000",GBP,,7,"Private Healthcare, Pension",
January 2020,UK,Junior 3D Artist,Male ,Hampshire,small studio,"£19,000",GBP,,recent graduate ,non,
January 2021,UK,Full Stack Developer,Male,London,Game Startup,"£35,000",GBP,,1 year,2 weeks extra holiday,9-6 not a 9-5
2021,UK,3d artist,male,london,indie,"£26,000",GBP,17.00,0,,
July 2020,UK,Principal Artist,Male,Manchester,AAA,"£55,000",GBP,,8,"Flex time, extra leave, 1k bonus ",
January 2021,UK,Gameplay Programmer,Male,Liverpool,AA,"£25,000",GBP,,1,,
January 2021,UK,Senior 3D Artist,Female,Remote/UK,Indie mobile,"£35,000",GBP,,11,£150 WFH equipment grant,
January 2019,UK,Senior Level Designer,Male,London (Central),AAA,"£63,000",GBP,,10,"Healthcare, Dental, Per Diem travel offsite, Gym, 1k travelcard expense per year",
February 2021,UK,Junior Lighting Artist ,Male ,Northern England ,AAA,"£26,000",GBP,,0,,
January 2021,UK,Senior Programmer,Male,Leamington Spa,Indie,"£46,000",GBP,,4.5,"Pension, WFH, Overtime, Health Insurance, Share Options",
Feb 2021,UK,QA Tester,,South East,AA,"£17,200",GBP,,entry level up to 2 years,"Snacks, taking part in a bunch of government schemes, free swag",
Feb 2021,UK,Senior QA Tester,,South East,AA,"£18,500",GBP,,starting from 1,"Snacks, taking part in a bunch of government schemes, free swag",
Feb 2021,UK,Embedded QA Tester,,South East,AA,"£18,500",GBP,,1 or more,"Snacks, taking part in a bunch of government schemes, free swag",
March 2021,UK,Cinematic Artistq,Female,London,Indie,"£38,000",GBP,,7,healthcare,
February 2021,UK,Game Designer,Male,South East,AAA,"£35,500",GBP,,2.5,"medical, dental, bonus scheme and loads more benefits",
02/2021,UK,Senior Games Designer,Non-binary,Brighton,AA?,"£43,000",GBP,,4,"bonus, flexible work time",
January 2020,UK,Senior Game Artist,Male,Bristol,iGaming(Gambling Games),"£40,050",GBP,,6,,
March 2021,UK,Production Assistant,Female,Brighton,,"£22,000",GBP,,2 years non-gaming industry experience,,
April 2020,UK,Concept Artist,Male,North,AAA,"£47,000",GBP,,5,"flexible work time, pension, private healthcare, bonus, childcare",
November 2020,UK,Lead Graphic Designer,Female,Cambridge,Indie,"£48,000",GBP,,11,10%+ annual bonus,Line manager. Art-Direction duties.
February 2019,UK,Graphic Designer,Female,Twycross,AAA,"£36,000",GBP,132.00,9,,Contractor. Xbox.
March 2021 ,UK,Creative Produce,Female ,East of England ,AA,"£42,500",GBP,,4,"proj10% bonus, pension contribution, WFH almost full-time, private dental & health insurance, birthday vouchers, flash bonus",
March 2021,UK,Product Marketing Manager,Male,East of England,A,"£41,500",GBP,,4,"EoY bonus ~10%, private dental/health insurances, pension contr. up to 8%, flash bonuses, semi-flexible hours, WFH since March 2020",
2020,UK,Software developer,male,South west,SAAS,"£20,000",GBP,,2,None,
March 2021,UK,Producer,Female,Newcastle upon Tyne,Indie,"£26,000",GBP,,6 months,,
March 2021,UK,Game programmer,Male,Leamington Spa,Indie,"£30,800",GBP,,3,,
August 2020,UK,Gameplay Programmer,,Liverpool,AAA,"£45,000",GBP,,5,,
August 2019,UK,Production / Ops Manager,Male,London,Indie,"£65,000",GBP,,18,None,"Essentially working as MD without the perks, salary or title. "
March 2021,UK,Senior Technical Animator,Male,Wilmslow,AAA,"£35,500",GBP,,4,,
April 2021,UK,Senior Technical Animator,Male,London,AAA,"£60,000",GBP,,4,,
February 2019,UK,Senior artist,,Remote UK,Engine,60000,GBP,,10+,"Stocks, insurance, various other benefits",
February 2019,UK,Senior Game Designer,,South East,AAA,55000,GBP,,8,,
April 2021,UK,Principal Tech Artist,Female,South East,AAA,"61,250",GBP,,7,"6% pension matching, health dental care, bonuses",
April 2020,UK,Senior Animator,Male,North East,AAA,"£33,000",GBP,,7,,
April 2021,UK,Junior Developer,Female,"Cambridge, UK",AA/Indie,"28,000",GBP,,1.5,,
October 2020,UK,Game Designer,Male,Liverpool,AA,"£30,000",GBP,,3,,
March 2021,UK,Game Director,Female,North,Indie,,GBP,250.00,10+,"Flexible hours, work from home",Contractor
April 2021,UK,Lead Technical Artist,Male,South London,AAA,68000,GBP,,6.5,Quarterly Rev Share,Flexible/Remote Working
April 2021,UK,Junior Technical Artist,Male,Leamington Spa,AAA,28000,GBP,,2.5,,
April 2021,UK,3D Animator,female,Yorkshire,Indie,30000,GBP,,3.5,,
May 2021,UK,Associate Technical Artist ,Female ,Midlands,Mid tier,"25,000",GBP,,0,Flexible hours,
May 2021,UK,3D Artist,Female,London,Mobile,"35,500",GBP,,8 years,£2000 a year dependent on performance of company and myself,3 years exp as an Art Generalist. 5 years 3D exp.
May 2021,UK,Junior VFX/Technical Artist,AMAB Non-Binary,St. Albans,Indie,"£17,000",GBP,,"0, Graduate Position",,
May 2021,UK,Senior Programmer,Male,North West,Work for hire,50000,GBP,,7,,
June 2021,UK,Unity Developer,M,Belfast,,"30,000",GBP,,1,,
May 2021,UK,Trainee Games Programmer,Male,"Northern Ireland, Belfast",Indie,"18,500",GBP,,0,"Public holidays + 20 days paid holiday, access to training, industry mentor",
May 2021,UK,Trainee Games Artist,Non-binary,"Northern Ireland, Belfast",Indie,"£18,500",GBP,,1.5 (+2.5 in Animation sector),"Public holidays + 20 days paid holiday, access to training, industry mentor",
April 2018,UK,Animator,Male,Guildford,AAA,35000,GBP,,6,Personal Development Fund: £250 per year. 4 Charity Days per year. Extended Materinty and Paternity leave. Small share of benefits.,
June 2021,UK,Principal Animator,Male,Guildford,AAA,48000,GBP,,9,Personal Development Fund: £250 year. Extended Materinity/Paternity Leave. Small share of profits.,
November 2020,UK,Associate Automation Engineer,Male,London,AAA,"30,000",GBP,,4,,
July 2021,UK,Graduate 3D Artist,Male,Cambridge,AA/AAA,23000,GBP,,0.5,,"First Games Job,  few months prior contract experience with other companies"
2020,UK,Senior Artist,Male,London,Mobile Racing,53500,GBP,,7,,
2020,UK,Artist,Male,London,Mobile Racing,38000,GBP,,6,,
April 2021,UK,Associate Producer,Male,Guildford,AAA,"42,000",GBP,,3,"Health insurance, annual performance bonus",
April 2021,UK,Producer,Female,London,AAA (Indie publishing),40k,GBP,,5,,
June 2021,UK,Brand Manager,Female / Non-binary,London,AAA,47000,GBP,,7,,
April 2021,UK,IT Support Technician,Female,London,AAA,"£31,850",GBP,,9,Pension,I know I get paid less than my male counterparts even though I have the most experience. (Speaking to them)
June 2021,UK,Programmer,Male,Guildford,indie,"26,000",GBP,,1,pension and a high street discount thing,
July 2020,UK,Environment Artist,Male,Leamington Spa,AAA,24000,GBP,,1,N/A,
July 2021,UK,Lead Game Designer,Male,Sheffield,AAA,60000,GBP,,8,,3600 pounds relocation package
June 2020,UK,Senior Game Designer,Male,Guildford,AAA,55000,GBP,,7,"5000 pounds non-refundable/taxable relocation package, anual bonus equating to 1 month's worth of a salary",
March 2020,UK,Senior Game Designer,Male,Oxford,AA,40000,GBP,,6.5,None,Got 100 pounds (NET) as raise after 1.5 years of working there
2020,UK,Animator ,Male,Edinburgh,AAA,32000,GBP,,3+,Pension ,
July 2021,UK,Senior Dev QA,Male,Leamington Spa,AAA,28000,GBP,,4,"Private Healthcare, Annual Bonus",
December 2020,UK,Games Product Manager,Female,Nottingham,Children's Media,"£23,000",GBP,,2,,
August 2020,UK,3D Artist,Male,Belfast,Indie,"£24,000",GBP,,2,,
2021,UK,Senior Product Manager,Male,Manchest,Indie,42000,GBP,,7,Potential bonus,
2021,UK,Programmer,Male,Remote (WFH in Midlands),Indie,42000,GBP,250.00,3,"WFH, unlimited holiday",
2021,UK,Senior Brand Manager,Male ,South East,AAA,"50,000",GBP,,8,"Pension, healthcare, annual bonus.",
August 2020,UK,Senior 3D Artist,Male,Manchester,Boardgame,36000,GBP,,8-10,"WFH, Discounted company products, flex hours",
July 2021,UK,Software Engineer III,Male,Guildford,AAA,65100,GBP,,13,"Pension Scheme, employee stock purchase program, yearly bonus up to 20% of salary, remote work possible",
July 2021,UK,Senior Producer,Male,London,Mobile,"73,000",GBP,,8,,
June 2021,UK,Associate Producer ,Female,Midlands,AAA,"£30,000",GBP,,2,"Flexible work hours, health insurance, hybrid wfh, merch and events and all that stuff which is nice",
July 2021,UK,Producer,Female,London,,46200,GBP,,2,,
2021,UK,Senior VFX Artist,Female,Liverpool ,AAA,35000,GBP,,5,,
2021,UK,Senior Game Scripter,Male ,England,,55000,GBP,,16,,
June 2021,UK,UI/UX Designer,Male,Midlands,AA,67000,GBP,,3,"Stock options, 20% bonuses",
July 2021,UK,Senior UI Artist ,Female ,London ,AAA,"54,000",GBP,,10,,
07/21,UK,Dev,Non-binary man,Yorkshire,AAA,"57,000",GBP,,10 (but more in other industries that applies),"Health, share scheme, pension, small gifts",
July 2021,UK,Lead Game Designer,Male,Sheffield,,50000,GBP,,10,"bonus, share incentive plan, duvet days, learning days, dental","all benefits are standardized, bonus is performance based"
23/06/2021,UK,Mid-Level Tools Programmer,Male,West Midlands,AAA,35000,GBP,,3.5,performance bonus up to 10%,
November 2020,UK,UX/UI Designer,Male,London,Indie,"45,000",GBP,,4,,
February 2021,UK,Content Designer,Female,London,Casual Mobile,"£36,000",GBP,,5,"Private healthcare, dental, employee share options ",
July 2021,UK,Programmer,Male,Brighton,AA,"40,000",GBP,,2,,
July 2021,UK,Senior UI Artist,Female,Guildford,Crossplatform,"£50,820",GBP,,7 years,"Performance Bonus, Share Options, Pension, Private Health Insurance",
July 2021,UK,Senior Programmer,Male,West Midlands,AAA,45000,GBP,,5,,18 years of experience in the software development industry
October 2020,UK,Software Engineer,Male,Dundee,Indie,36000,GBP,,6,"WFH, Dental, Christmas Bonuses, Pension",
April 2021,UK,Client Engineer,Male,London,AA,42000,GBP,,4,50% salary per year,
Feb 2021,UK,Senior Tools Programmer,Male,Manchester,AAA - Corporate,42000,GBP,,4,20% bonus company profit target rated,
February 2020,UK,Game Designer,Male,London ,Educational Apps,33000,GBP,,3,,
March 2021,UK,Test Engineer,Male,Dundee,Mobile,26000,GBP,,3,,
April 2021,UK,3D Artist,Male,Cambridge,AAA,33800,GBP,,5,10% salary + performance multiplier,
January 2021,UK,"Freelance illustrator, concept artist & AD",Male,UK,"Tabletop, Indie & AAA games","£80,000",GBP,500.00,13,None,$500 per day is my freelance rate. In studio I have worked for less (£200 per day as a cinematic Art Director 2 years ago).
2018,UK,Programmer,Male,Lichfield,Casino,35000,GBP,,6,Yearly bonus,
2021,UK,Producer,Male,Liverpool,AA,77000,GBP,,8,,
May 2021,UK,Programmer,Male,London,A,34000,GBP,,2,,
350,UK,Freelance Concept Artist,Male,Cambridge,"indie,AAA,VR",70000,GBP,,3,,
July 2021,UK,Level Designer,Male,Manchester,AAA,30000,GBP,,1,,"WFH, Flex hours, Yearly bonus, Pension plan, matched by studio up to 6%, Free drinks, 20 days vacation, Rebates on Dental, Gym, Food etc "
December 2020,UK,Sound Designer Level 1 (Junior),Male,Canada,Mid-size,24823,GBP,,No games industry experience,Health coverage,
July 2021,UK,Community Manager,Cis Woman,Newcastle Upon Tyne,AAA,23500,GBP,,3,"9% bonus, 20 pound gym allowance, pension, shares participation",
May 2021,UK,Writer / Narrative Designer,Male,Bristol,Indie,53000,GBP,,1,,
July 2021,UK,Spanish Editor,Male,London,AAA,31000,GBP,,5,"Pension, Private insurance, Transport bonus, wellness bonus, free fruit",
March 2021,UK,Game Designer,Male,London,Mobile,30000,GBP,,2,,
June 2021,UK,Game Designer,Male,Yorkshire (WFH),Indie,32500,GBP,,4,,
September 2020,UK,Graduate UI Programmer,,Cambridge,AAA,"26,500",GBP,,0,"Pension, Sharesave, Flexitime","Freshly Graduated, One Salary Increase Since Start"
April 2020,UK,Associate Producer,Male,North,AAA,"32,500",GBP,,15,"Healthcare options, duvet days and learning days, social events and close knit teams.","Not sure what others get paid in similar positions, I think I get a little below average compared to others in my position."
March 2021,UK,Associate Gameplay Programmer,Male,Seattle,AAA,115000,GBP,,2.5,"Healthcare, 401k",
July 2021,UK,Senior Technical Artist,Male,London,AAA,55000,GBP,,7,"Yearly bonus, private healthcare, games allocations",
April 2021,UK,Senior Programmer,Male,London,AAA,"55,000",GBP,,13,"Health insurance, pension, project bonuses etc.",
April 2020,UK,Concept Artist,Male,Northeast,Various,18000,GBP,,0,,
May 2021,UK,Programmer,NB,"Belfast, Northern Ireland",Indie,25000,GBP,,2,,
November 2020,UK,Technical Designer,Male,England - North West ,AAA,38000,GBP,,4,,
August 2021,UK,Junior Game Designer,Female,Manchester,AA,"22,000",GBP,,0 / graduate,WFH,
April 2020,UK,Animator,Female,West Midlands,AAA,"28,000",GBP,,2,,
February 2021,UK,Senior QA Analyst,Female,London,Mobile,"35,000",GBP,,4,,
February 2021,UK,Senior QA Analyst,Female,London,Mobile,"£35,000",GBP,,4,"Annual company performance bonus, Annual Covid relief payment, Private Healthcare, Shares + usual ",Following 2 performance reviews. Baseline for Senior QA Analyst was 32
March 2021,UK,Studio Director,Male,United States,indie,"2,460,000",GBP,,15,N/A,
July 2021,UK,Senior Programmer,Male,North West,AAA,60000,GBP,,9,"Pension, bonus, flexitime, WFH",
June 2021,UK,Junior Environment Artist,,Midlands,AAA,"24,500",GBP,,0,,"First industry role, hired straight from university. No experience."
August 2021,UK,Associate Environment Artist,Male,"Warwickshire, United Kingdom",AAA,"23,000",GBP,,0,,
September 2021,UK,Senior Server Programmer,,London / Remote,,72000,GBP,420.00,8,Little-to-none,
April 2021,UK,Senior Environment Artist,Male,North East,AAA,33000,GBP,,4.5,"Pension, Shares, Wellbing scheme, Transport scheme, Games from the studio",
September 2021,UK,Gameplay Programmer,male,Southam,AAA,"24,080",GBP,,0.5,£940,"I now have over a years experience, at the same pay level"
June 2021,UK,Associate Programmer,Male,Runcorn,AAA,24000,GBP,,0,"Private Healthcare, Dental care, eye care",
September 2021,UK,3D Environment Artist,Male,London,AAA,"46,000",GBP,,1,,
August 2021,UK,Technical Animator,Female,South East,,46000,GBP,,4,"Private medical, dental, ESPP, gym, launch bonuses, pension, etc ",
January 2020,UK,Technical Artist,Female,Guildford ,,35000,GBP,,2,None,
October 2017,UK,Junior Technical Artist,Female,Guildford,,27000,GBP,,0,None,
October 2021,UK,Development Manager,Female,Liverpool,AAA,34000,GBP,,3,"Pension, private healthcare & dental, WFH, relocation scheme, paid training, flexible hours, annual bonus, free drinks & fruit",
October 2021,UK,Associate Producer,Female,Leamington Spa,AAA,"37,050",GBP,,6.5,"Pension, private healthcare, cycle to work scheme, hybrid office/WFH options, flexi time, yearly pay review, yearly profit bonus",
august 2021,UK,Game Programmer,Male,Edinburgh,indie,"10,000",GBP,,1 year,0,
October 2021,UK,Producer,Female ,Guildford,AAA,"£36,000",GBP,,2,"Annual bonus as a % of Salary, Private Health & Dental Care, 25 Days Holiday",
November 2019,UK,Lead Level Designer,Male,Brighton,AAA,55000,GBP,,8,"Gym Membership, Childcare, Healthcare, Pension,",
June 2021,UK,Gameplay Programmer,Male,Warwick,AAA,38500,GBP,,5,"Healthcare, 4% match pension",
2021,UK,Junior UI/UX Designer,Genderfluid,East of England,Agency,24000,GBP,,1,"2% bonus, healthcare, flexi-time, cycle-to-work",
November 2021,UK,Senior Level Designer,Female,Cambridge,AAA,57000,GBP,,11,"Fully remote, annual bonus",
December 2022,UK,Environment Artist,Male,Manchester,AAA,"28,000",GBP,,2,"Pension, gym, medical insurance",
2021,UK,Environment Artist,Male,South East,Indie,"28,000",GBP,,2,wfh,
May 2021,UK,Senior Programmer,Male,London,Mobile,60000,GBP,,7,Annual bonus,
June 2021,UK,Senior Programmer,Female,North West,,"£40,000",GBP,,8,,"xmas + profit share bonus , flexible hours"
July 2021,UK,FPS Technical Systems Designer II,Male,Manchester,AAA,26000,GBP,,2,"Yes, Yes - 1k bonus in 2021",
March 2021,UK,Programmer,Male,Leamington Spa,Indie,24000,GBP,,9 months,"Health insurance, private pension, paid training days, time off for appointments",
March 2021,UK,Lead Environment Artist,Male,"Manchester, United Kingdom",PC Racing,42400,GBP,,12,,
2021,UK,Lead Technical Artist,Male,North,AAA,51000,GBP,,7,"Shares, Pension, Profit Bonuses",
January 2022,UK,Associate Production Coordinator,Male,Edinburgh,AAA,26500,GBP,,3.5,"£3,500 end of year bonus (varies each year), Fitness reimbursement, WFH stipend, ","3 years in QA, 0.5 years in Production"
November 2021,UK,Senior Technical Artist,,Staffordshire,AAA,50000,GBP,,3,5000,
February 2021,UK,UX/UI Designer,Female,"Brighton, UK","AAA, Indie, Contracting","28,000",GBP,,2.5,None,N/A
January 2022,UK,Lead Narrative Designer,Male,UK,AAA,"26,400",GBP,120.00,8,None,
2020,UK,Client Engineer ,Male,London,AAA,45000,GBP,,6,"London Allowance, free games, bonus",
December 2021,UK,Experience Vehicle Artist,Male,Leamington Spa,AAA,"40,800",GBP,,6,"Yearly bonus based on company turnover, bonus after game released based on game success, private dental and health, on-site gym, share options",
January 2022,UK,Senior Programmer,male,Newcastle,AA,45000,GBP,,8,,
december 2020,UK,3D Character Artist,Female,Kazakhstan,AAA,1000,GBP,full day ,1,mine?,
April 2021,UK,Data Manager,Male,Newcastle,AAA,27000,GBP,,5,,
2022,UK,Real-Time Artist,Male,London,VFX,"30,000",GBP,,4,,
January 2021,UK,Junior Game Designer,Female,Guildford,,21000,GBP,,0,,
March 2022,UK,Programmer,Female,Guildford,AAA,35000,GBP,,3,12.5% annual,
March 2022,UK,Lead Lighting Artist,make,East of England,AAA,47,GBP,,10+,"flexitime, bonus, privte health and dental, pension, gym membership",
March 2022,UK,Full Concept Artist,Female,Cambridge,AAA,"30,100",GBP,,2,average £3000 annual bonus (based on company performance),
March 2022,UK,Graduate Tools Programmer,Non-Binary (AFAB),Cambridge,AAA,"£26,000",GBP,,1,"Health insurance, pension matching 5%, bonus with multiplier",
August 2019,UK,Associate Tools Engineer,Non-Binary (AFAB),Leamington Spa,AAA,"£22,000",GBP,,0,,Internship
2021,UK,Artist,Agender,Godalming,Indie,"27,500",GBP,,4,,
March 2022,UK,Junior Game Designer,Female,Guildford,,25000,GBP,,1,Helath Insurance,
October 2021,UK, Mid Level Game Programmer,Female,Bristol,indie,35000,GBP,,3,"Fully remote, 22 days holiday, 1 duvet day per year, Medical insurance including dental",
March 2022,UK,Junior Programmer,Male,Leamington Spa,Mobile,27000,GBP,,3.5,"Quarterly Wellness, Flexi-time working hours, Private Medical Insurance, Contributory Pension, ",
March 2022,UK,Assistant Producer,Female,Scotland,Small studio,"£13,000",GBP,,1,,"I work part time, if I worked full time my salary would be £20,800"
February 2022,UK,Junior Technical Artist ,Male,Leamington Spa,Mobile,"£27,000",GBP,,1,,3D Artist prior for a year before moving to Technical Art
February 2019,UK,Concept Artist,Female,London,,"£35,000",GBP,300.00,3,None (freelance),
February 2019,UK,2D Artist,Female,London,,"£25,000",GBP,,1,"WFH, flexible hours",
February 2019,UK,2D Artist - Freelance,Female,North East,,,GBP,300.00,8,"Work from home, flexible hours",
February 2019,UK,2D Artist/Animator,Male,London,Indie,"£35,000",GBP,,5,"Profit Share, Pension, BUPA Healthcare, Annual Bonus (not guaranteed), free drinks / snacks, option to work from home",successful indie developer / publisher
February 2019,UK,2D Artist,Female,London,,,GBP,300.00,8,,
February 2019,UK,Concept artist,Female,London,,"£28,000",GBP,200.00,8,"Flexible hours (Freelance )  * old salary - benefits = Pension, snacks and drinks",
February 2019,UK,2D/3D Artist,Female,South West,,"£24,000",GBP,,1,"Full time, Pension, no crunch, flexible-ish hours, work from home possible.",
February 2019,UK,3D Artist,Male,South East,,"£30,000",GBP,,6,"Pension, Health care, No crunch",
February 2019,UK,3D Artist,-,North West,,"£24,000",GBP,,6,"Work from home, flexible hours",
February 2019,UK,3D Artist,,North East,,"£24,000",GBP,,3,"Pension, free drinks, payday friday afternoon off with beers and snacks",
February 2019,UK,3D Artist,Female,Surrey,,"£28,000",GBP,,9,"Pension, free snacks and drinks, no crunch",
February 2019,UK,3D Artist,Female/NB,London,,"£31,000",GBP,,5,"Work from home, flexible hours, Pension, cereal snacks and drinks, Friday beer, mental health support, GP service, budget for conventions and work trips,","2 years game exp, 3 years other related exp"
February 2019,UK,3D Artist,Female,London,,"£32,000",GBP,,3,"Full-time, Basic UK pension scheme, flexible hours, free snacks and drinks, no crunch","Mobile games, started on 28k, did 5 years of college for Tech art"
February 2019,UK,3D Artist,Female,London,,"£34,000",GBP,,2.5,"Profit Share, Pension, BUPA Healthcare, free drinks / snacks, option to work from home, flexible hours, once a year company holiday",Started in a junior position at 33k
February 2019,UK,3D Artist,Female,London,,,GBP,200.00,4,None (freelance),
February 2019,UK,3D Artist,Female,North East,,"£27,000",GBP,,5,"Flexitime, pension, bonuses ",Salary was increased from 23-27k over 3 years in the role.
February 2019,UK,3D Environment Artist,Male,Guildford,,"£30,000",GBP,,3,"Flexible hours, no crunch, friday afternoon off",
February 2019,UK,3D Environment Artist - Freelance,Female,Yorkshire,,,GBP,210.00,13,"Work from home, flexible hours",
February 2019,UK,Account Manager,Nonbinary,London,,"£36,000",GBP,250.00,10,"Pension, work from home, travel per diem",
February 2019,UK,Animation Programmer,Male,Manchester,,"£31,000",GBP,,9,"Pension, Annual Bonus (Not Guaranteed), Flex Hours","3.5 years in games, 5.5 years software, changed programming job types a lot"
February 2019,UK,Animator,Male,Surrey,,"£21,000",GBP,150.00,6,"Work from home, flexible hours",
February 2019,UK,Animator,Female,London,,"£25,000",GBP,,2,"Full time, pension, no crunch, flexible-ish hours, work from home possible, no health insurance",
February 2019,UK,Art director,Male,remote for brighton,,"£18,000",GBP,70.00,8,work from home.,"indie studio searching funding. producing myself all art tasks 2d/3d/UI, no team to supervize yet."
February 2019,UK,Art Lead,Female,London,,"£45,000",GBP,,9,"Pension, flexible hours, snacks, drinks, WFH availible, shares, yearly salary adjustment",
February 2019,UK,Assistant Live Ops Manager,Male,London,,"£24,000",GBP,,0.5,"Private medical & dental cover + spouse, gym, medicash, profit share, flexi-time, ability to WFH, Pension","3yr QA + 1yr Prod, moved roles internally. No on-call bonus set up yet. Lots of company schemes & events."
February 2019,UK,Assistant Producer,Male/Non out female,London,,"£17,000",GBP,,1,None besides a coffee machine,"First 'industry' job, worked six day weeks in continous state of crunch. Resulted in breakdown. Lowest paid member of staff"
February 2019,UK,Associate Live Ops Manager,Female,London,,"£30,000",GBP,,7,"Gym Membership, BUPA, Rev share, in-house free haircuts",
February 2019,UK,Associate Marketing Manager,Male,London,,"£33,000",GBP,,2,"Health Insurance, flexiable hours, can work from home, yearly bonus based on studio performance + pension",
February 2019,UK,Associate Producer,Female ,Godalming,,"£17,500",GBP,,0-2,Paid events,Was on Creative Skillset Trainee program for a year (tax free) and then full time employment for another year
February 2019,UK,Associate Producer,Female,South East,,"£18,500",GBP,,3,"Pension, flexible hours, bonus scheme, snacks and drinks","8 months as associate producer, previous 2 years as QA"
February 2019,UK,Associate Producer,Female,Guildford,,"£21,000",GBP,,2,"Pension after getting onto PAYE system, eye test voucher",Rolling contract for 9 months then got onto PAYE
February 2019,UK,Associate Producer,Male,London,,"£27,500",GBP,,4,Flexible hours,
February 2019,UK,Associate Producer,Female,London,,"£30,000",GBP,,4,"Pension, flexible working, private healthcare, life assurance, employee assistant programme, eye tests, travel to work loan, cyclescheme, free beer/fruit/snacks/drinks/breakfast, social events",
February 2019,UK,Associate Producer ,Female,Yorkshire,,"£28,000",GBP,,1+,"Flexible hours, free snacks/drinks, pension, yearly bonus",
February 2019,UK,Associate Producer/QA,Female ,South East,,"£46,000",GBP,185.00,3,Contractor - Flexibilty ,
February 2019,UK,Associate Tech Ops Manager,Female,London,,"£30,000",GBP,,7,"Gym Membership, BUPA, Rev share, in-house free haircuts",
February 2019,UK,Audio Designer,Male,UK,,"£27,000",GBP,,7.5,,
February 2019,UK,Backend Engineer,,London,,"£70,000",GBP,,5,"pension, free drinks and snacks, stock options, no crunch times, flexible hours, FREE BEER ","Startup, on call for incidents"
February 2019,UK,Backend Programmer,Male,London,,"£51,000",GBP,,5,"Profit Share, healthcare, dental, generous pension, free drinks / snacks, flexible hours.","5 years related experience, 1 year games."
February 2019,UK,Biz Dev,Male,London,,"£40,000",GBP,,12,"Pension, WFH, annual bonus of one month's salary",
February 2019,UK,Business Development Director,Male,London,,"£100,000",GBP,,10+,Pension/Stock/Flexible Hours,
February 2019,UK,CEO,Male,Brighton,,"£30,000",GBP,350.00,10+,"Work from home, flexible hours, majority shareholder","Startup / Indie Studio, Also Sound Designer, Producer, Creative Director, Project Lead"
February 2019,UK,CEO,Male,London,,"£30,000",GBP,300.00,15,"Travel allowance, flexible hours, can work from home, yearly bonus (agreed on between Directors, only if we're 'doing well')","Also Creative Director, Designer, Producer, Business Dev"
February 2019,UK,CEO,Male,London,,"£30,000",GBP,360.00,11,Shareholders,"Startup, dev background "
February 2019,UK,Character Artist,Female,Cambridge,,"£28,000",GBP,,3,"Pensions, private health insurance (inc. dental and eyecare), life insurance, travel insurance (business and pleasure), performance based bonus scheme, shares, flexi hours, gym subscription, company social outings, fruit and healthy snacks",
February 2019,UK,Community Manager,Female,Southampton,,"£16,000",GBP,,2,,
February 2019,UK,Concept artist,Female,Luton,,"£22,000",GBP,,1,"Pension, snacks and drinks, 21 days holiday","VR games, started on 21k a year ago, hired for concept work but company is small so also work on UI, game design, layouts etc none of which my area. BA 1st in illustration, MA first in game art. "
February 2019,UK,Content Manager,Female,South East,,"£27,000",GBP,,5,"Full time, matched pension, snacks and drinks, annual bonus, occasional work events, no crunch",
February 2019,UK,Content Marketing Manager,,London,,"£27,000",GBP,,1.5,"Pension + matching, Health insurance, rev share, free gym, flexible hours, free beerz, company events",
February 2019,UK,Contract 3D Artist,Female,London,,"£27,000",GBP,,3,"One year contract, no benefits, I'm self-employed, No Crunch",Indie Games
February 2019,UK,Creative Director,Male,North East,,"£30,000",GBP,,6,"Significant rev share, flexible hours",Contracted for a single project
February 2019,UK,Creative Director,Female,London,,"£60,000",GBP,,15,"5% pension matching, flexible hours, WFH",
February 2019,UK,CTO,Male,London,,"£30,000",GBP,300.00,6,"Travel allowance, flexible hours, can work from home, yearly bonus (agreed on between Directors, only if we're 'doing well')","Also CFO, Lead Programmer, Tools Programmer"
February 2019,UK,Customer Support Agent,Female,North East,,"£18,500",GBP,,3,"3% bonus yearly, BUPA, travel pass, £20 gym subscription, free fruit and cereal",
February 2019,UK,Data Analyst,,London,,"£30,000",GBP,,0.5~1,"Pension, healthcare, annual bonus (thirds: personal, team and company goal dependant), flexible hours, work-from-home option, company events, free games (same publisher)",
February 2019,UK,Data Analyst,Male,London,,"£35,000",GBP,,1.5,,
February 2019,UK,Data Analyst Intern,,London,,"£19,000",GBP,,0,"Pension, healthcare, flexible hours, work-from-home option, company events, free games (same publisher)",6 months internship 
February 2019,UK,Designer,Male,North West,,"£24,000",GBP,,4,"Pension, Flexible hours, Paid Overtime, free drinks, An additional average 20% annual bonus, various local discounts, discounted private health and dental, ","AAA, started as a junior on £18,500"
February 2019,UK,Designer,Male,Cambridge,,"£22,500",GBP,,1,"Pension, Subsidised Canteen, Healthcare, Share scheme","Also had 3 years in other areas of the company (Customer Support, etc)."
February 2019,UK,DevOps Engineer,Male,London,,"£64,000",GBP,,1,,
March 2014,UK,Embedded QA Tester (& CS),Female,London,,"£22,000",GBP,,2.4,"WFH twice a week for most of project, pension available, free fruit, drinks, snacks etc",
February 2019,UK,Enviromental Artist,Male,Midlands,,"£37,500",GBP,,6,,Contractor
