Timestamp,Survey,What is your monthly salary before tax?,Gross Salary,Currency,Job Title,Title Modifier,Benefits,How many studios have you worked at?,Gender,Are you from Sweden?,Have you ever worked outside of Sweden in the games industry?,Studio Size,Do you currently work in Sweden?,Years of XP,City,What is your employment status?
3/1/2020 15:46:03,SW,"kr25,000.00","kr25,000.00",SEK,Design Gameplay,Junior,"flex hours, pets/dogs allowed at office, massages provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Woman,Yes,No,26-100 employees,Yes,1,,
3/1/2020 15:57:27,SW,"kr23,500.00","kr273,680.00",SEK,Design Gameplay,Junior,"flex hours, working from home, stock programs for employees, pets/dogs allowed at office",1,Man,Yes,No,26-100 employees,Yes,1,,
4/20/2020 18:16:28,SW,"kr25,000.00","kr300,000.00",SEK,Design Gameplay,Junior,"flex hours, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Woman,Yes,No,26-100 employees,Yes,1,Malmö,Contractor / projekt anställd
3/3/2020 16:42:33,SW,"kr26,000.00","kr309,878.00",SEK,Design Gameplay,Junior,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,2,Malmö,Full-time employee / fast anställd
3/3/2020 8:41:35,SW,"kr25,000.00","kr320,000.00",SEK,Design Gameplay,Junior,"more than 4 weeks vacation, friskvård / health compensation",1,Man,Yes,No,26-100 employees,Yes,1,Umeå,Full-time employee / fast anställd
3/2/2020 7:57:38,SW,"kr27,000.00","kr324,000.00",SEK,Design Gameplay,Junior,"flex hours, free soda, weekly breakfast",3,Woman,Yes,No,over 100,Yes,3,Stockholm,
3/18/2020 15:45:29,SW,"kr27,000.00","kr324,000.00",SEK,Design Gameplay,Junior,"massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",1,Woman,No,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
3/1/2020 18:02:59,SW,"kr28,424.00","kr341,088.00",SEK,Design Gameplay,Junior,"more than 4 weeks vacation, stock programs for employees, Daily breakfast ",2,Man,Yes,No,over 100,Yes,2,,
3/1/2020 15:41:00,SW,"kr31,000.00","kr342,775.00",SEK,Design Gameplay,Junior,"working from home, pets/dogs allowed at office, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Woman,Yes,No,26-100 employees,Yes,2,,
3/2/2020 12:40:06,SW,"kr30,000.00","kr390,000.00",SEK,Design Gameplay,Junior,"flex hours, more than 4 weeks vacation, friskvård / health compensation, Social hour on Fridays, counting as work hours",1,Man,No,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
3/3/2020 8:52:24,SW,"kr32,300.00","kr390,000.00",SEK,Design Gameplay,Junior,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,2,Stockholm,Full-time employee / fast anställd
3/1/2020 16:26:49,SW,"kr34,000.00","kr395,000.00",SEK,Design Gameplay,Junior,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",1,Woman,Yes,Yes,over 100,Yes,2,,
3/1/2020 22:05:03,SW,"kr29,000.00","kr35,000.00",SEK,Design Gameplay,Lead,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, education / learning program for devs",1,Man,Yes,No,26-100 employees,Yes,8,Malmö,
3/2/2020 16:50:18,SW,"kr31,000.00","kr35,000.00",SEK,Design Gameplay,Lead,"flex hours, working from home, pets/dogs allowed at office, friskvård / health compensation",1,Man,Yes,No,over 100,Yes,4,Stockholm,Full-time employee / fast anställd
3/2/2020 0:25:02,SW,"kr56,000.00","kr78,000.00",SEK,Design Gameplay,Lead,"working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast",8,Man,No,Yes,over 100,Yes,20,Stockholm ,
3/18/2020 20:56:58,SW,"kr65,000.00","kr78,000.00",SEK,Design Gameplay,Lead,"flex hours, working from home, more than 6 weeks vacation",9,Woman,Yes,Yes,26-100 employees,No,12,Berlin,Full-time employee / fast anställd
3/19/2020 12:10:24,SW,"kr30,000.00","kr360,000.00",SEK,Design Gameplay,Lead,"flex hours, friskvård / health compensation, weekly breakfast",3,Man,Yes,No,26-100 employees,Yes,4,Gothenburg,Full-time employee / fast anställd
3/3/2020 16:15:23,SW,"kr33,000.00","kr399,554.00",SEK,Design Gameplay,Lead,"flex hours, more than 4 weeks vacation, friskvård / health compensation",1,Man,Yes,No,1-25 employees,Yes,6,Stockholm ,Full-time employee / fast anställd
3/2/2020 8:38:36,SW,"kr42,500.00","kr415,000.00",SEK,Design Gameplay,Lead,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",2,Man,Yes,Yes,over 100,Yes,6,Stockholm,
3/4/2020 8:55:18,SW,"kr34,000.00","kr420,000.00",SEK,Design Gameplay,Lead,"flex hours, more than 6 weeks vacation, massages provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast, education / learning program for devs",4,Man,Yes,Yes,over 100,Yes,5,Malmö,Full-time employee / fast anställd
3/6/2020 13:22:49,SW,"kr41,000.00","kr504,000.00",SEK,Design Gameplay,Lead,"pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",6,Man,No,Yes,26-100 employees,Yes,12,Malmo,Full-time employee / fast anställd
11/25/2021 20:41:34,SW,"kr33,000.00","kr390,000.00",SEK,Design Gameplay,Lead,"flex hours, working from home, fancy coffee/drinks provided, friskvård / health compensation",3,Woman,Yes,No,26-100 employees,Yes,5,Skövde,Full-time employee / fast anställd
3/1/2020 16:47:48,SW,"kr27,000.00","kr27,000.00",SEK,Design Gameplay,none,"flex hours, pets/dogs allowed at office",1,Man,Yes,No,1-25 employees,Yes,2,,
3/2/2020 12:42:48,SW,"kr30,600.00","kr28,905.00",SEK,Design Gameplay,none,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",1,Woman,Yes,No,over 100,Yes,3,Stockholm,Full-time employee / fast anställd
3/1/2020 14:43:53,SW,"kr35,000.00","kr35,000.00",SEK,Design Gameplay,none,"flex hours, working from home, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, Free fruit & snacks",2,Woman,Yes,No,,,,,
3/18/2020 16:46:47,SW,"kr32,800.00","kr66,765.00",SEK,Design Gameplay,none,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, in-house yoga sessions, weekly breakfast, Can pay for conference tickets and trips if you apply for it and get accepted",2,Woman,Yes,No,26-100 employees,Yes,5,Stockholm,Full-time employee / fast anställd
3/1/2020 15:38:22,SW,"kr25,000.00","kr300,000.00",SEK,Design Gameplay,none,"flex hours, friskvård / health compensation",1,Man,Yes,No,1-25 employees,Yes,1,,
3/2/2020 1:37:33,SW,"kr25,000.00","kr300,000.00",SEK,Design Gameplay,none,flex hours,1,Man,No,No,26-100 employees,Yes,3,Stockholm ,
3/5/2020 11:38:36,SW,"kr27,000.00","kr300,000.00",SEK,Design Gameplay,none,"flex hours, stock programs for employees, friskvård / health compensation",4,Man,Yes,No,1-25 employees,Yes,5,Stockholm,Full-time employee / fast anställd
3/2/2020 23:14:46,SW,"kr28,000.00","kr336,000.00",SEK,Design Gameplay,none,"flex hours, pets/dogs allowed at office, friskvård / health compensation",4,Man,Yes,No,26-100 employees,Yes,6,Göteborg,Full-time employee / fast anställd
3/18/2020 14:44:11,SW,"kr28,000.00","kr336,000.00",SEK,Design Gameplay,none,"flex hours, more than 4 weeks vacation",2,Woman,Yes,No,1-25 employees,Yes,3,Göteborg,Full-time employee / fast anställd
3/3/2020 10:16:52,SW,"kr28,000.00","kr344,691.00",SEK,Design Gameplay,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,3,Stockholm,Full-time employee / fast anställd
3/3/2020 8:24:49,SW,"kr27,000.00","kr360,293.00",SEK,Design Gameplay,none,"flex hours, working from home, friskvård / health compensation, 10% pension ",2,Man,No,Yes,1-25 employees,Yes,7,Malmö,Full-time employee / fast anställd
3/1/2020 16:11:28,SW,"kr28,300.00","kr370,509.00",SEK,Design Gameplay,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",2,Man,Yes,No,over 100,Yes,6,,
3/3/2020 11:37:17,SW,"kr31,000.00","kr372,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",12,Man,Yes,Yes,26-100 employees,Yes,8,Stockholm,Full-time employee / fast anställd
3/2/2020 11:30:36,SW,"kr32,000.00","kr384,000.00",SEK,Design Gameplay,none,"flex hours, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",5,Woman,Yes,Yes,over 100,Yes,9,Malmö,Full-time employee / fast anställd
3/2/2020 7:07:39,SW,"kr34,000.00","kr388,000.00",SEK,Design Gameplay,none,"flex hours, working from home, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",2,Man,Yes,No,26-100 employees,Yes,3,Stockholm,
3/1/2020 16:49:52,SW,"kr33,500.00","kr402,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, friskvård / health compensation",3,Man,Yes,No,1-25 employees,Yes,6,,
3/3/2020 10:42:31,SW,"kr36,703.00","kr440,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast",2,Man,No,Yes,over 100,Yes,15,STOCKHOLM,Full-time employee / fast anställd
3/2/2020 17:58:56,SW,"kr34,500.00","kr450,000.00",SEK,Design Gameplay,none,"flex hours, friskvård / health compensation",4,Man,No,Yes,over 100,Yes,8,Stockholm,Full-time employee / fast anställd
3/3/2020 0:02:04,SW,"kr37,000.00","kr450,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, friskvård / health compensation, weekly breakfast, education / learning program for devs",3,Man,Yes,No,over 100,Yes,6,Stockholm,Full-time employee / fast anställd
3/2/2020 20:34:16,SW,"kr36,800.00","kr464,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,4,Stockholm ,Full-time employee / fast anställd
3/2/2020 12:37:53,SW,"kr35,000.00","kr469,000.00",SEK,Design Gameplay,none,"working from home, more than 4 weeks vacation, stock programs for employees, fancy coffee/drinks provided, friskvård / health compensation, education / learning program for devs",1,Man,No,No,over 100,Yes,3.5,Stockholm,Full-time employee / fast anställd
3/2/2020 11:59:10,SW,"kr40,000.00","kr480,000.00",SEK,Design Gameplay,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast",2,Man,Yes,No,1-25 employees,Yes,3,Stockholm,Full-time employee / fast anställd
3/1/2020 19:50:21,SW,"kr44,583.00","kr634,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",2,Man,Yes,Yes,over 100,Yes,6,,
3/2/2020 22:48:47,SW,"kr66,000.00","kr792,000.00",SEK,Design Gameplay,none,"flex hours, working from home, more than 4 weeks vacation",2,Man,No,Yes,1-25 employees,Yes,6,Stockholm,Freelance / Consultant
3/1/2020 22:13:00,SW,"kr35,000.00","kr58,270.00",SEK,Design Gameplay,Senior,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, weekly breakfast",2,Woman,Yes,Yes,over 100,Yes,7,Stockholm,
3/4/2020 9:56:53,SW,"kr38,000.00","kr494,000.00",SEK,Design Gameplay,Senior,"flex hours, more than 4 weeks vacation, massages provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",7,Man,No,Yes,over 100,Yes,16,Malmo,Full-time employee / fast anställd
3/1/2020 16:29:13,SW,"kr43,000.00","kr530,000.00",SEK,Design Gameplay,Senior,friskvård / health compensation,6,Man,Yes,Yes,26-100 employees,Yes,12,,
3/2/2020 10:13:02,SW,"kr38,300.00","kr535,597.00",SEK,Design Gameplay,Senior,"flex hours, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, free soda",4,Man,Yes,No,1-25 employees,Yes,9,Malmö,
3/1/2020 20:58:58,SW,"kr48,000.00","kr600,000.00",SEK,Design Gameplay,Senior,"flex hours, more than 4 weeks vacation, massages provided, friskvård / health compensation",5,Man,Yes,No,over 100,Yes,13,,
3/2/2020 17:30:45,SW,"kr43,000.00","kr720,000.00",SEK,Design Gameplay,Senior,"flex hours, working from home, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, education / learning program for devs",2,Woman,No,No,over 100,Yes,5,Stockholm ,Full-time employee / fast anställd
6/7/2020 9:50:05,SW,"kr61,000.00","kr890,000.00",SEK,Design Gameplay,Senior,"flex hours, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",3,Man,Yes,No,over 100,Yes,15,Stockholm,Full-time employee / fast anställd
2/28/2022 13:58:19,SW,50000,690000,SEK,Design Gameplay,Senior,"flex hours, working from home, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",3,Woman,Yes,No,26-100 employees,Yes,8,Stockholm,Full-time employee / fast anställd
3/3/2020 12:54:47,SW,"kr32,100.00","kr385,200.00",SEK,Design Levels,Associate,"massages provided, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,3,Stockholm,Full-time employee / fast anställd
3/1/2020 14:06:28,SW,"kr40,000.00","kr488,108.00",SEK,Design Levels,Director of,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, super nice people who are open about mental health and being kind to others.",6,Woman,No,Yes,,,,,
3/1/2020 22:21:24,SW,"kr53,000.00","kr640,000.00",SEK,Design Levels,Director of,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",5,Man,No,Yes,over 100,Yes,15,Stockholm,
3/2/2020 18:43:59,SW,"kr24,000.00","kr2,100.00",SEK,Design Levels,Junior,6 hour work day (or less than 40 hours a week work),1,Man,No,Yes,over 100,No,1,Lyon,Full-time employee / fast anställd
3/1/2020 15:34:18,SW,"kr30,000.00","kr22,000.00",SEK,Design Levels,Junior,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",2,Woman,Yes,No,over 100,Yes,3,,
3/1/2020 16:20:02,SW,"kr30,000.00","kr23,000.00",SEK,Design Levels,Junior,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, free soda, weekly breakfast, education / learning program for devs",2,Man,Yes,No,over 100,Yes,4,,
3/1/2020 21:19:15,SW,"kr27,000.00","kr170,515.00",SEK,Design Levels,Junior,"flex hours, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",1,Woman,No,No,26-100 employees,Yes,1,Stockholm,
3/3/2020 16:55:52,SW,"kr26,000.00","kr240,000.00",SEK,Design Levels,Junior,"flex hours, more than 4 weeks vacation, friskvård / health compensation, in-house yoga sessions, weekly breakfast, fruit a couple of times a week (would be needed every day though, or larger batches. They run out very fast.) We also have freedom to work on game projects in our spare time, as long as we do not use something that directly correlate with our current project/IP.",1,Woman,Yes,No,over 100,Yes,1,Malmö,Full-time employee / fast anställd
3/1/2020 19:11:46,SW,"kr23,500.00","kr273,383.00",SEK,Design Levels,Junior,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, Paid sick leave from day 1, no ""karensdag""",1,Man,No,No,26-100 employees,Yes,2.5,,
3/2/2020 8:37:40,SW,"kr24,000.00","kr288,000.00",SEK,Design Levels,Junior,"flex hours, more than 4 weeks vacation, friskvård / health compensation",2,Man,Yes,No,1-25 employees,Yes,1,Stockholm,
3/3/2020 17:21:51,SW,"kr27,000.00","kr305,914.00",SEK,Design Levels,Junior,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, education / learning program for devs",2,Man,Yes,No,over 100,Yes,2,Stockholm,Full-time employee / fast anställd
3/1/2020 14:18:57,SW,"kr26,000.00","kr325,000.00",SEK,Design Levels,Junior,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, Glasses, flu jabs",1,Woman,Yes,No,,,,,
9/18/2020 15:42:44,SW,"kr25,000.00","kr300,000.00",SEK,Design Levels,Junior,"flex hours, working from home, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",1,Woman,Yes,No,over 100,Yes,0.5,Stockholm,Full-time employee / fast anställd
3/2/2020 9:44:00,SW,"kr44,344.00","kr532,128.00",SEK,Design Levels,Lead,"more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, weekly breakfast, education / learning program for devs",5,Enby,No,Yes,over 100,Yes,15,Malmö,
3/2/2020 12:11:52,SW,"kr45,927.00","kr550,000.00",SEK,Design Levels,Lead,"flex hours, more than 4 weeks vacation, stock programs for employees, fancy coffee/drinks provided",5,Man,Yes,Yes,over 100,Yes,13,malmo,Full-time employee / fast anställd
3/1/2020 19:10:19,SW,"kr60,000.00","kr689,879.00",SEK,Design Levels,Lead,"flex hours, more than 6 weeks vacation, fancy coffee/drinks provided",3,Man,No,Yes,26-100 employees,No,12,,
3/2/2020 10:18:12,SW,"kr42,000.00","kr704,000.00",SEK,Design Levels,Lead,"flex hours, massages provided, friskvård / health compensation, weekly breakfast",3,Man,Yes,No,26-100 employees,Yes,10,Stockholm,
3/1/2020 21:29:29,SW,"kr28,000.00","kr26,190.00",SEK,Design Levels,none,"flex hours, friskvård / health compensation, in-house yoga sessions",4,Man,Yes,No,26-100 employees,Yes,7,Gothenburg,
3/2/2020 12:15:20,SW,"kr31,000.00","kr31,000.00",SEK,Design Levels,none,"more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, education / learning program for devs",3,Woman,No,Yes,over 100,Yes,10,Stockholm,Full-time employee / fast anställd
3/3/2020 22:58:14,SW,"kr17,000.00","kr219,000.00",SEK,Design Levels,none,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, We get dinners and games sometimes.",1,Man,Yes,No,1-25 employees,Yes,1,Stockholm,Contractor / projekt anställd
3/2/2020 18:43:02,SW,"kr22,700.00","kr220,724.00",SEK,Design Levels,none,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,3,Malmö,Full-time employee / fast anställd
3/5/2020 15:24:58,SW,"kr24,100.00","kr251,652.00",SEK,Design Levels,none,"flex hours, friskvård / health compensation, Free Coffee",2,Prefer not to say,Yes,No,26-100 employees,Yes,14,Gothenburg,Full-time employee / fast anställd
3/1/2020 17:05:09,SW,"kr25,000.00","kr299,215.00",SEK,Design Levels,none,"flex hours, friskvård / health compensation",2,Man,Yes,No,26-100 employees,Yes,4,,
3/4/2020 14:28:39,SW,"kr28,400.00","kr340,800.00",SEK,Design Levels,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",2,Man,Yes,No,over 100,Yes,3,Malmö,Full-time employee / fast anställd
3/1/2020 22:08:42,SW,"kr29,193.00","kr350,316.00",SEK,Design Levels,none,"flex hours, more than 4 weeks vacation, stock programs for employees, friskvård / health compensation, weekly breakfast",1,Woman,Yes,No,over 100,Yes,2.5,Malmö,
3/10/2020 15:44:44,SW,"kr26,200.00","kr354,000.00",SEK,Design Levels,none,"flex hours, more than 4 weeks vacation, friskvård / health compensation",1,Man,No,Yes,1-25 employees,Yes,4,Malmö,Full-time employee / fast anställd
3/20/2020 8:11:36,SW,"kr30,000.00","kr360,000.00",SEK,Design Levels,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, friskvård / health compensation, in-house yoga sessions, weekly breakfast",3,Man,Yes,Yes,26-100 employees,Yes,6,Gothenburg ,Full-time employee / fast anställd
3/3/2020 16:28:24,SW,"kr33,000.00","kr396,000.00",SEK,Design Levels,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,3.5,Stockholm,Full-time employee / fast anställd
3/1/2020 15:56:02,SW,"kr36,000.00","kr432,000.00",SEK,Design Levels,none,"flex hours, working from home, more than 4 weeks vacation, free soda, weekly breakfast, education / learning program for devs",3,Man,Yes,Yes,over 100,Yes,5,,
3/1/2020 15:24:23,SW,"kr38,000.00","kr455,000.00",SEK,Design Levels,none,"flex hours, working from home, more than 6 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,4,,
3/1/2020 19:39:59,SW,"kr36,700.00","kr460,000.00",SEK,Design Levels,none,"working from home, more than 6 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",3,Man,Yes,Yes,over 100,Yes,5,,
3/1/2020 15:25:48,SW,"kr32,500.00","kr32,500.00",SEK,Design Levels,Senior,"flex hours, working from home, friskvård / health compensation",5,Man,Yes,Yes,1-25 employees,Yes,11,,
3/1/2020 14:23:18,SW,"kr38,458.00","kr38,458.00",SEK,Design Levels,Senior,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, Free snacks and sandwich foods in fridge",4,Woman,No,Yes,,,,,
3/1/2020 17:05:55,SW,"kr40,000.00","kr480,000.00",SEK,Design Levels,Senior,"flex hours, more than 6 weeks vacation, massages provided, in-house yoga sessions, weekly breakfast",3,Man,Yes,No,over 100,Yes,10,,
3/2/2020 14:59:29,SW,"kr44,000.00","kr528,000.00",SEK,Design Levels,Senior,"more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,4,Stockholm,Full-time employee / fast anställd
3/5/2020 11:09:26,SW,"kr46,300.00","kr555,624.00",SEK,Design Levels,Senior,"flex hours, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,9,Stockholm,Full-time employee / fast anställd
3/1/2020 16:50:43,SW,"kr24,700.00","kr326,500.00",SEK,Design Systems,Associate,"flex hours, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,over 100,Yes,2.5,,
3/5/2020 23:18:50,SW,"kr28,000.00",kr123.00,SEK,Design Systems,Junior,"flex hours, working from home, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
12/20/2021 11:08:38,SW,"kr30,000.00","kr360,000.00",SEK,Design Systems,Junior,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation",2,Man,Yes,No,26-100 employees,Yes,1,Göteborg,Full-time employee / fast anställd
3/1/2020 14:40:11,SW,"kr35,500.00","kr469,000.00",SEK,Design Systems,Lead,"flex hours, working from home, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",3,Man,No,Yes,,,,,
3/1/2020 14:47:25,SW,"kr40,000.00","kr509,430.00",SEK,Design Systems,Lead,"flex hours, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",3,Man,No,Yes,over 100,Yes,,,
3/1/2020 23:17:09,SW,"kr35,000.00","kr420,000.00",SEK,Design Systems,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, stock programs for employees, free soda, weekly breakfast, education / learning program for devs",2,Man,No,Yes,over 100,Yes,10,Stockholm,
3/1/2020 22:02:16,SW,"kr35,000.00","kr440,000.00",SEK,Design Systems,none,"flex hours, working from home, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, Daily breakfast",3,Man,No,Yes,26-100 employees,Yes,4,Stockholm ,
3/18/2020 14:38:53,SW,"kr40,000.00","kr480,000.00",SEK,Design Systems,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",3,Woman,Yes,No,26-100 employees,Yes,5,Stockholm,Full-time employee / fast anställd
3/2/2020 8:52:43,SW,"kr40,000.00","kr520,000.00",SEK,Design Systems,none,"more than 4 weeks vacation, friskvård / health compensation",2,Man,Yes,No,over 100,Yes,8,Stockholm,
3/11/2020 13:09:12,SW,"kr54,000.00","kr648,000.00",SEK,Design Systems,none,"more than 4 weeks vacation, weekly breakfast",6,Woman,No,Yes,over 100,Yes,24,Malmö,Full-time employee / fast anställd
3/7/2020 1:25:08,SW,"kr35,000.00","kr68,876.00",SEK,Design Systems,Senior,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, friskvård / health compensation, weekly breakfast",4,Man,Yes,No,26-100 employees,Yes,10,Stockholm,Full-time employee / fast anställd
3/1/2020 14:35:29,SW,"kr60,000.00","kr720,000.00",SEK,Design Systems,Senior,"6 hour work day (or less than 40 hours a week work), flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",4,Man,No,Yes,,,,,
5/15/2021 6:06:31,SW,"kr42,000.00","kr21,000.00",SEK,Design Systems,Senior,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, weekly breakfast",2,Man,No,Yes,over 100,Yes,9,Uppsala,Full-time employee / fast anställd
